officer_id,officer_name,star,rank,unit,as_of
444,"BAUMAN, CHAD",,,214,2008-12-05
445,"BAUMANN, ANTHONY",7847,PO,011,2008-12-05
446,"BAUMHARDT, KATHERINE",12648,PO,006,2006-05-09
447,"BAUTISTA, MIGUEL",5521,PO,010,2015-03-11
448,"BAXTROM, MARK",20752,DET,193,2006-05-09
449,"BAY, ANNETTE",11748,PO,025,2015-09-01
450,"BAYLIS, TERRY",15515,PO,001,2015-09-01
451,"BAZAREK, MICHAEL",1913,SGT,012,2015-09-01
452,"BEACH, RONALD",,PO,376,2015-09-01
453,"BEACHAM, JULIUS",10121,PO,006,2015-09-01
453,"BEACHAM, JULIUS",,,189,2015-09-01
454,"BEAMON, KURRIN",13629,PO,007,2015-09-01
455,"BEAN, MARK",15092,PO,018,2015-09-01
456,"BEARD JR, ROY",17740,PO,006,2015-09-01
456,"BEARD JR, ROY",,,376,2015-09-01
457,"BEARD, SHELLY",12493,PO,124,2015-09-01
458,"BEATOVIC, KEVIN",19758,PO,050,2015-09-18
459,"BECERRA, ARTURO",15790,PO,008,2015-09-01
460,"BECERRIL, CARLOS",17818,PO,412,2015-09-01
461,"BECHINA, STEVEN",1795,,,2015-09-01
462,"BECK, WILLIAM",13238,PO,008,2015-09-01
463,"BECKER, JOHN",4734,PO,017,2015-09-01
464,"BECKER, STEVEN",1234,SGT,413,2015-09-01
465,"BECKMAN, NICK",16887,PO,011,2015-09-18
466,"BECVAR, LANCE",1748,SGT,125,2015-09-01
467,"BEDALOW, LIZZETH",8907,PO,004,2015-09-01
468,"BEDNARCZYK, ADAM",11805,PO,011,2015-09-01
469,"BEDNAREK, RICHARD",1174,SGT,006,2015-09-01
470,"BEDOY, GUSTAVO",3241,PO,311,2015-09-01
471,"BEEBE, THOMAS",17611,,,2008-12-05
472,"BEESE, DONALD",18662,PO,025,2015-09-01
473,"BEHLING, RONALD",1886,,021,2015-09-01
474,"BEHNKE, JOHN",3990,PO,050,2015-09-01
475,"BEHREND, CHAD",19481,,014,2015-09-01
476,"BEHREND, JOSHUA",,,,2015-09-01
477,"BELASCHKY, CARL",11814,PO,376,2015-09-18
478,"BELCHER, BELINDA",7078,PO,002,2015-09-01
479,"BELCHER, JESSE",11304,PO,020,2015-09-18
480,"BELCIK, TIMOTHY",5740,PO,213,2015-09-01
481,"BELCZAK, ROBERT",1088,SGT,001,2008-12-05
482,"BELL, CHARLIE",10560,PO,012,2015-09-18
483,"BELL, CRYSTAL",9720,PO,004,2008-12-05
484,"BELL, KENNETH",,DET,620,2006-05-09
485,"BELL, MICHAEL",20881,DET,610,2015-09-01
486,"BELL, REGINALD",4568,PO,007,2008-12-05
487,"BELL, REGINALD",5611,,,2006-05-09
488,"BELL, RICHARD",15096,PO,004,2015-11-14
489,"BELL, ROBERT",18302,PO,018,2015-09-18
490,"BELL, ROBERT",19019,PO,008,2015-09-01
490,"BELL, ROBERT",,,008,2015-09-01
491,"BELL, TASHA",15508,PO,002,2015-09-01
492,"BELL, TEENA",11290,PO,121,2015-09-01
493,"BELLUOMINI, ANNE",10296,PO,025,2015-09-01
494,"BELLUOMINI, MICHAEL",10021,,059,2015-03-11
495,"BELMONTES, JUAN",3210,PO,010,2015-09-01
496,"BELMONTEZ, MICHAEL",7025,PO,008,2015-09-01
497,"BELTRAN, EDUARDO",1026,SGT,059,2015-03-11
498,"BELTRAN, FRANK",12127,PO,020,2008-12-05
499,"BELTRAN, STEPHANIE",9323,PO,015,2015-09-01
500,"BELUSO, ANDREW",9384,PO,011,2015-03-11
501,"BELUSO, JOHN",19997,PO,025,2015-03-11
502,"BEMIS, JOEL",10354,,193,2006-05-09
503,"BEN, SENORA",2225,SGT,079,2015-09-01
504,"BENBENEK, KARLEN",12183,PO,606,2015-09-01
505,"BENFORD, ANDRE",16561,PO,004,2015-09-18
506,"BENIGNO, JOSEPH",,DET,650,2015-09-01
507,"BENITEZ, DAVID",12678,PO,001,2015-09-01
508,"BENNETT, ANGOLA",7112,PO,019,2015-09-01
509,"BENNETT, DUANE",,SGT,376,2015-09-01
510,"BENNETT, JOSEPH",10924,PO,006,2015-09-01
511,"BENNETT, VIRGINIA",1139,,,2015-09-18
512,"BENNETT, VIRGINIA",,SGT,012,2015-09-01
513,"BENSON, INEZ",4437,PO,311,2015-09-01
514,"BENSON, ISSAC",,PO,002,2008-12-05
515,"BENSON, QUENTIN",4044,PO,005,2006-05-09
516,"BENSON, QUENTIN",9041,,,2015-09-01
517,"BENTLEY, JOEL",13297,PO,312,2015-09-01
518,"BERAN, TIMOTHY",19651,,,2015-09-01
518,"BERAN, TIMOTHY",,,050,2015-09-01
519,"BERANEK, STEPHEN",6356,PO,018,2015-09-01
520,"BERES, CHRIS",8839,PO,125,2015-09-01
521,"BERG, ANTHONY",15641,PO,009,2015-09-01
522,"BERG, DANIEL",10678,,,2015-09-01
523,"BERG, DANIEL",20139,DET,630,2008-12-05
524,"BERGADON, CORRIE",7739,PO,016,2015-03-11
525,"BERGESON, MICHAEL",6734,PO,376,2015-09-01
526,"BERGGREN, KEITH",3224,PO,001,2015-09-01
527,"BERKA, BRIAN",11187,PO,015,2015-03-11
528,"BERLAGE, JAMES",3553,PO,543,2008-12-05
529,"BERMUDEZ, APOLONIO",15640,PO,018,2015-09-01
530,"BERMUDEZ, MOISES",12166,PO,010,2015-09-01
531,"BERNAL, BELINDA",12254,PO,211,2015-09-01
532,"BERNAL, DANIEL",12417,PO,016,2015-09-01
533,"BERNATH, BRIAN",8175,PO,017,2015-09-01
534,"BERNICHIO, MICHAEL",13369,,,2015-09-01
535,"BERNICO, PATRICK",3950,PO,009,2008-12-05
536,"BERNSON, JOSHUA",15360,PO,009,2015-03-11
537,"BERNSTEIN II, WILLIAM",,PO,376,2015-09-18
538,"BERRY, BRENDAN",,PO,008,2015-09-01
539,"BERRY, JOE",,,,2015-09-01
540,"BERRY, KATHLEEN",16332,PO,025,2015-09-18
541,"BERRY, MICHONNE",,PO,376,2015-09-01
542,"BERRY, SEAN",,PO,007,2015-09-01
543,"BERRY, THERESA",7783,PO,189,2015-09-01
544,"BERTINI, MICHAEL",13396,PO,011,2015-09-01
545,"BERTRAND, JEFFREY",15716,PO,015,2015-09-01
546,"BETANCOURT, HERBERT",16976,PO,189,2015-09-01
547,"BETANCOURT, WILLIAM",2276,,,2008-12-05
548,"BETHEA, CORNELL",4074,PO,701,2015-09-01
549,"BETTS, DWAYNE",75,CMDR,015,2015-09-01
550,"BETTS, DWAYNE",2116,,,2015-09-01
551,"BETZ, ERIKA",5270,PO,020,2015-09-01
552,"BEY, MORPHEUS",19197,PO,019,2015-11-14
553,"BEY, NACALA",17810,PO,002,2015-09-01
554,"BEYAH, ABDULLAH",5229,PO,006,2015-09-01
555,"BEYNA, THOMAS",7207,,010,2015-09-01
556,"BIALAS, MARYANN",,SGT,012,2015-09-01
557,"BIALEK, TIMOTHY",528,LT,009,2015-09-01
558,"BIALOTA, RONALD",15213,,,2015-09-01
559,"BIANCHINI, ERIC",11871,PO,025,2015-09-01
560,"BICKETT, ERIC",7894,PO,004,2008-12-05
561,"BICKHAM, ROBERT",19823,PO,312,2015-09-01
562,"BICKHAM, TIMOTHY",284,LT,009,2015-03-11
563,"BIEDRZYCKI, MARK",6869,PO,002,2008-12-05
564,"BIELECKI, LEE",,SGT,008,2015-09-01
565,"BIELEMA, JOSHUA",9234,PO,024,2015-09-01
566,"BIGGANE, JOSEPH",2365,SGT,005,2015-09-18
567,"BIGGANE, JOSEPH",19065,,193,2015-09-01
568,"BIGGANE, MAUREEN",710,LT,188,2008-12-05
569,"BIGGINS, DAVID",15520,,163,2006-05-09
570,"BIKULCIUS, EUGENE",4006,PO,007,2015-09-01
571,"BILINA, MICHAEL",6269,PO,006,2015-09-01
572,"BILOTTI, ROBERT",13223,PO,008,2008-12-05
573,"BILOTTI, ROBERT",13232,,,2015-09-01
574,"BILSKI, DENNIS",11268,PO,213,2015-09-01
575,"BILYJ, TARAS",3243,,,2015-09-01
576,"BINGAMAN, KYLE",17839,PO,006,2015-09-01
577,"BIONDO, IWONA",11961,PO,261,2015-09-01
578,"BIRD, DAVID",12106,PO,189,2015-09-01
578,"BIRD, DAVID",,,189,2015-09-01
579,"BIRDSONG, MATTHEW",13495,PO,004,2015-03-11
580,"BIRKENMAYER, MARGARET",3233,PO,012,2008-12-05
581,"BIRMINGHAM, MICHAEL",9486,,153,2006-05-09
582,"BITTNER, SCOTT",11126,PO,311,2015-09-01
583,"BJORK, JASON",12528,PO,212,2008-12-05
584,"BLACHUT, JASON",7253,PO,011,2006-05-09
585,"BLACK, CHARLES",17804,,,2015-09-18
586,"BLACK, CHARLES",,PO,002,2015-09-01
587,"BLACK, EURAL",,,,2015-03-11
588,"BLACK, MICHAEL",8943,PO,016,2008-12-05
589,"BLACK, RONNI",19896,,,2015-09-01
590,"BLACKBURN, DARRION",4632,PO,019,2008-12-05
591,"BLACKMAN, BRIAN",1237,SGT,192,2015-09-01
592,"BLACKMAN, DANIEL",7954,PO,007,2015-09-01
593,"BLACKMAN, DAVID",12744,PO,001,2015-09-01
594,"BLACKMAN, DUANE",13615,PO,018,2015-09-01
595,"BLACKMAN, ROBERT",,,,2015-09-01
596,"BLAIR, DONALD",6258,PO,007,2015-09-01
597,"BLAIR, KEITH",18771,PO,008,2008-12-05
597,"BLAIR, KEITH",,,009,2006-05-09
598,"BLAIR, PATRICK",,PO,045,2015-09-01
599,"BLAIR, SCOTT",17364,PO,024,2015-09-01
600,"BLAKE, ANTHONY",9649,,006,2015-09-18
601,"BLAKE, ANTHONY",21222,DET,620,2008-12-05
602,"BLAKELY, ARTHUR",13262,,,2015-03-11
603,"BLAKLEY, JON",17913,PO,005,2015-11-14
604,"BLANCHARD, DEKOVEN",13415,PO,015,2015-09-01
605,"BLANCO, DAVID",794,LT,001,2008-12-05
606,"BLANCO, MACRINA",17230,PO,006,2015-09-01
607,"BLANTON, DACHAE",21440,,,2015-09-01
608,"BLAS, JUSTIN",4741,PO,010,2015-09-01
609,"BLASZ, SCOTT",15849,PO,014,2015-09-01
610,"BLASZCZYK, JAMES",18816,PO,008,2015-09-01
611,"BLAUL, JAMES",1176,SGT,016,2015-11-14
612,"BLAYDES, CURTIS",4905,PO,211,2015-09-01
613,"BLECHARCZYK, ROXANE",13030,PO,606,2015-09-01
614,"BLESSING, LIZETTE",,PO,166,2015-09-01
615,"BLEVINS, ANDREW",7421,,,2015-09-01
616,"BLOCK, JOHN",18408,PO,003,2015-09-01
617,"BLOCK, TAMMRA",2731,PO,005,2008-12-05
618,"BLOMQUIST, ROBERT",4799,,,2006-05-09
619,"BLOMSTRAND, HARRY",15159,PO,025,2015-03-11
620,"BLOMSTRAND, HARRY",,PO,050,2006-05-09
621,"BLOMSTRAND, MATTHEW",15875,PO,025,2008-12-05
622,"BLOMSTRAND, RUSSELL",,PO,014,2015-09-01
623,"BLUM, LAURA",2413,SGT,022,2015-09-01
624,"BLUNT, CALVIN",18663,PO,001,2015-09-01
625,"BLYSKAL, DAVID",1122,SGT,007,2015-09-01
626,"BOARDMAN, DONALD",7849,PO,011,2008-12-05
627,"BOBER  II, MICHAEL",3590,PO,001,2015-09-01
628,"BOBER II, MICHAEL",3590,,,2015-09-01
629,"BOCANEGRA, MARCOS",13191,PO,010,2015-09-01
630,"BOCARDO, MICHAEL",857,SGT,193,2015-09-01
631,"BOCHENEK, ALICJA",11386,PO,007,2015-09-01
632,"BODIE, THOMAS",17978,PO,006,2015-09-01
633,"BODINO, PEDRO",,PO,019,2015-09-01
634,"BOEDDEKER, BRYAN",13335,,011,2008-12-05
635,"BOEDDEKER, BRYAN",20288,DET,610,2015-09-01
636,"BOETTCHER, JASON",13670,PO,025,2015-09-01
637,"BOFFO, ROY",1622,SGT,006,2008-12-05
638,"BOGARD, REBECCA",12286,PO,003,2015-03-11
639,"BOGDALEK, ALLYSON",18598,PO,376,2015-03-11
640,"BOGGAN, KIMBERLY",8969,PO,002,2015-09-01
641,"BOGYO, GREGORY",19101,PO,412,2015-09-01
642,"BOHAN, DANIEL",4704,PO,007,2015-09-01
643,"BOJAN, BRYAN",17063,PO,712,2015-09-01
644,"BOJIC, FRED",8747,ET,277,2015-09-01
645,"BOKOWSKI, WILLIAM",6317,PO,008,2015-09-01
646,"BOKUNIEWICZ, JOSEPH",10494,PO,003,2015-09-01
647,"BOLANOS, WILLIE",12690,PO,014,2008-12-05
648,"BOLDEN, DAMIEN",9108,PO,009,2015-09-01
649,"BOLDMAN, GARY",5716,,004,2015-09-01
650,"BOLEN JR, JAMES",,,007,2015-09-01
651,"BOLIN, RICHARD",14590,PO,005,2015-09-01
652,"BOLL, MARTIN",,PO,022,2015-09-01
653,"BOLLINGER, DEBORAH",12518,,,2008-12-05
654,"BOLTON, BRIAN",15903,PO,017,2006-05-09
655,"BOLTON, LENORA",19788,PO,005,2015-03-11
656,"BOLTON, RICHARD",5281,PO,189,2006-05-09
657,"BOND, LAWRENCE",11940,PO,015,2015-09-18
658,"BOND, SHAUNDA",,PO,004,2015-09-01
659,"BONDI, ROBERT",2498,SGT,376,2015-09-01
660,"BONDS, MARVIN",14798,PO,002,2015-09-01
661,"BONE, HAROLD",,PO,016,2015-09-01
662,"BONGARTZ JR, WILLIAM",16923,PO,017,2015-09-01
663,"BONGIOVANNI, KELLY",19854,PO,007,2015-09-18
664,"BONIFAZI, RAFAEL",19459,PO,393,2015-09-01
664,"BONIFAZI, RAFAEL",,,019,2015-09-01
665,"BONNER, VANCE",1772,SGT,006,2015-09-01
666,"BONNSTETTER, MARVIN",1645,,014,2015-09-01
667,"BONNSTETTER, MARVIN",15963,PO,213,2015-09-01
668,"BOOKER, JAMES",,PO,376,2015-09-01
669,"BOOKER, JEFFREY",,,,2008-12-05
670,"BOOKER, JEROME",11623,PO,007,2006-05-09
670,"BOOKER, JEROME",,,018,2015-11-14
671,"BOONE, CALVIN",4214,FTO,006,2006-05-09
672,"BOONE, DARRYEL",7328,PO,011,2015-09-01
673,"BOONE, RICKY",1751,SGT,022,2015-09-01
674,"BOOTH, RUDOLPH",18989,PO,353,2008-12-05
675,"BORA, DANIEL",19830,PO,020,2015-09-01
675,"BORA, DANIEL",,,011,2015-09-01
676,"BORCHARDT, DALE",16806,PO,704,2015-09-01
677,"BORECZKY, JAMES",4231,PO,009,2015-09-01
678,"BORISSOVA, EMILIA",17641,PO,024,2015-09-01
679,"BORJA, JEAN",2134,,,2015-09-01
680,"BORJA, RAFAEL",12800,PO,008,2015-09-01
681,"BORJAS JR, ROGELIO",7430,PO,004,2015-09-01
682,"BORKOWSKI, MATTHEW",,PO,189,2015-09-01
683,"BORN, STEPHEN",10725,PO,005,2015-09-01
684,"BOROFF, JOSEPH",3077,,,2015-09-01
685,"BOROFF, JOSEPH",,PO,019,2015-09-01
686,"BORUCKI, THOMAS",3941,PO,008,2015-09-18
687,"BORUM, DARREN",11195,PO,002,2008-12-05
688,"BORYS, PAWEL",11551,PO,025,2015-03-11
689,"BOS, MICHAEL",11417,PO,009,2006-05-09
690,"BOSCH, MARK",11266,PO,017,2015-09-01
691,"BOSO, RICHARD",10573,,,2015-11-14
692,"BOSTON, JOSEPH",13476,PO,007,2015-09-01
692,"BOSTON, JOSEPH",,,007,2015-09-01
693,"BOSY, SCOTT",15217,PO,007,2015-09-01
694,"BOTTOM, SEAN",18938,,,2015-09-01
695,"BOTTOMS, PAMELA",5016,PO,016,2015-09-01
696,"BOUCH, MATTHEW",10723,PO,313,2015-09-01
697,"BOUDREAU, KENNETH",,SGT,393,2015-09-18
698,"BOUIE, TOMMY",9331,PO,004,2015-09-01
699,"BOURNE, HIRAM",7594,,,2015-09-01
700,"BOURNE, HIRAM",,FTO,008,2015-09-01
701,"BOUTRIS, JOHN",9382,PO,010,2015-09-01
702,"BOVE, CHRISTOPH",8230,,,2008-12-05
703,"BOVE, CHRISTOPH",,PO,166,2015-09-01
704,"BOWEN, DARRYL",14687,PO,189,2015-09-01
705,"BOWEN, MICHAEL",5599,,,2015-09-01
706,"BOWEN, ROBERTA",9937,PO,025,2015-09-01
707,"BOWENS, PHILLIP",5242,PO,022,2008-12-05
708,"BOWERY, PATRICK",11973,PO,011,2015-03-11
709,"BOWIE, ROSALIND",6000,PO,211,2015-09-01
710,"BOYD, DION",1212,SGT,610,2015-09-01
711,"BOYD, RAYMOND",16303,PO,311,2015-09-01
712,"BOYD, STEPHEN",12598,PO,393,2015-09-01
713,"BOYER, KEVIN",4482,PO,213,2015-09-01
714,"BOYKE, EVELYN",,PO,025,2008-12-05
715,"BOYLAN, BRIDGET",11901,PO,211,2015-09-01
716,"BOYLE, DENNIS",1694,SGT,008,2015-09-01
717,"BOYLE, JAMES",4119,,,2015-09-01
718,"BOYLE, JAMES",,PO,018,2008-12-05
719,"BOYLE, MAUREEN",5525,PO,011,2015-09-01
720,"BOYLE, PATRICK",975,SGT,212,2015-09-18
721,"BOZAN, MICHAEL",15892,PO,001,2015-09-01
722,"BOZEK II, JOHN",16328,PO,311,2015-09-01
723,"BRACAMONTES JR, EVER",7164,,,2008-12-05
724,"BRACAMONTES JR, EVERARDO",7164,PO,015,2015-03-11
725,"BRACHO, ARTURO",4691,PO,011,2015-09-01
726,"BRACKEN, MATTHEW",13910,PO,007,2008-12-05
727,"BRADFORD, JASON",14521,,,2015-03-11
728,"BRADLEY, MARK",12567,,,2015-09-01
729,"BRADLEY, QUINTIN",14371,PO,005,2008-12-05
730,"BRADLEY, TERRENCE",19395,PO,007,2015-09-01
731,"BRADLEY, VALENA",17810,,376,2015-09-01
732,"BRADLEY, WILLIAM",2349,SGT,006,2015-09-01
733,"BRADSHAW, KIMBERLY",21779,DET,620,2015-09-01
734,"BRADSHAW, MICHAEL",,DET,620,2015-09-01
735,"BRADY, JAMES",15088,,,2015-09-01
736,"BRADY, JESSICA",12552,PO,393,2015-09-01
737,"BRADY, LYNETTE",19779,PO,007,2015-09-01
738,"BRADY, TERENCE",6442,PO,008,2015-09-01
739,"BRAGIEL, GLENN",11691,PO,022,2015-09-01
740,"BRAGIEL, LAURA",13136,PO,012,2015-09-01
741,"BRAITHWAITE, KELLY",,SGT,018,2008-12-05
742,"BRANCH JR, LARRY",15045,PO,008,2015-03-11
743,"BRANCH, DONALD",,,007,2015-09-18
744,"BRAND, THOMAS",,SGT,014,2015-09-18
745,"BRANDAU, PAUL",9102,PO,019,2015-09-01
746,"BRANDON, SEAN",18866,PO,311,2015-09-18
747,"BRANDSTETTER, JASON",9565,,018,2008-12-05
748,"BRANDT, DAVID",20772,DET,620,2015-09-18
749,"BRANDT, KAREN",17894,PO,005,2015-09-01
750,"BRANNIGAN, PATRICK",1593,SGT,019,2015-09-01
751,"BRANSFORD, STEVIE",16145,,,2008-12-05
752,"BRANTLEY, DARREL",18299,PO,018,2008-12-05
753,"BRATEK, CHRISTOPH",8077,PO,015,2015-09-01
754,"BRATTON, BRIAN",11388,PO,003,2015-09-01
755,"BRAUN, ROBERT",18635,PO,017,2008-12-05
756,"BRAVO, JAIME",4123,PO,004,2006-05-09
756,"BRAVO, JAIME",,,004,2015-09-01
757,"BRAZEL, KEVIN",16694,PO,002,2015-09-01
758,"BREEN, JAMES",20053,DET,610,2015-09-01
759,"BREEN, JAMES",60051,,,2008-12-05
760,"BREEN, MATTHEW",10558,PO,007,2015-09-01
761,"BREIER, NICHOLAS",3237,PO,376,2015-09-01
762,"BREIMON, GERALD",869,SGT,014,2015-09-01
763,"BRENNAN, JOSEPH",421,LT,010,2015-09-01
764,"BRENNAN, MARTIN",12656,PO,025,2015-09-01
765,"BRENNAN, PATRICK",17823,PO,020,2015-09-01
766,"BRESNAHAN, LAUREL",46,Cpt,001,2015-09-01
767,"BRESNAHAN, MAUREEN",7601,PO,124,2015-11-14
768,"BRESNAHAN, THOMAS",10182,PO,012,2006-05-09
769,"BRESNAHAN, THOMAS",19140,PO,001,2015-09-01
770,"BREZINSKI, LARRY",6642,PO,018,2015-09-01
771,"BRICE, KEVIN",,,,2015-09-01
772,"BRICE, QUENTIN",18730,,,2008-12-05
773,"BRIDGES, DAVID",16062,PO,189,2006-05-09
774,"BRIDGES, PATRICK",6370,PO,011,2015-09-01
775,"BRIDGES, ROBERT",6917,PO,025,2015-09-01
775,"BRIDGES, ROBERT",,,153,2015-09-01
776,"BRIDGES, TIM",1407,SGT,018,2008-12-05
777,"BRIDGES, VIVIAN",8602,PO,376,2015-09-01
778,"BRIENZO, SAMUEL",17883,PO,004,2015-09-01
779,"BRIGGS, ELIZABETH",15390,PO,189,2015-09-18
780,"BRIGHT, DANON",4503,PO,012,2015-09-01
781,"BRIGHT, KAREN",,PO,005,2015-09-01
782,"BRILL, JAMES",6491,PO,001,2015-09-01
783,"BRIONES, RUBEN",19024,PO,189,2015-09-01
783,"BRIONES, RUBEN",,,189,2015-03-11
784,"BRITTAIN, MATTHEW",8284,PO,002,2008-12-05
785,"BRKOVIC, PETAR",1909,SGT,003,2015-09-18
786,"BRKOVIC, PETAR",19362,,018,2015-09-01
787,"BROADWAY, MARCUS",13003,PO,022,2015-09-01
788,"BROADWAY, MARGIE",18798,PO,211,2015-09-01
789,"BROADWAY, SYLVIA",3330,PO,002,2015-09-01
790,"BROCK, STEVEN",10766,PO,022,2015-09-01
791,"BRODERICK, JOHN",667,LT,018,2015-09-01
792,"BRODNAX JR, JUNIUS",6587,PO,018,2015-09-18
793,"BROGAN, KELLY",10005,PO,193,2015-03-11
793,"BROGAN, KELLY",,,193,2015-03-11
794,"BROGAN, WILLIAM",20319,DET,193,2015-09-18
795,"BROGSDALE, MALCOLM",5508,PO,003,2015-11-14
796,"BROHLIN, SUSAN",16398,PO,014,2008-12-05
797,"BROMBY, CHESTER",13039,,,2015-09-01
798,"BRONKE, MARK",15695,PO,411,2015-09-01
799,"BRONKEMA, RICHARD",3313,PO,018,2015-09-01
800,"BRONSON, JAMES",19502,PO,007,2015-09-01
801,"BROOKS, EDWARD",14151,PO,004,2015-09-01
802,"BROOKS, MIZEL",17007,PO,312,2015-09-01
803,"BROPHY, MATTHEW",15348,PO,011,2015-09-01
804,"BROSSEAU, JEFFERY",12402,PO,003,2015-09-18
805,"BROUDER, JEFFREY",9546,PO,008,2015-09-01
806,"BROWN JR, HERBERT",2404,SGT,005,2015-09-01
807,"BROWN JR, ROBERT",9239,PO,006,2015-09-18
808,"BROWN JR, VICTOR",11479,,,2015-09-01
809,"BROWN, AKISHE",7244,PO,211,2015-09-01
810,"BROWN, ALDO",13838,PO,376,2015-09-01
811,"BROWN, ALTON",11593,,003,2015-03-11
812,"BROWN, ANNYCE",7585,PO,002,2008-12-05
813,"BROWN, ANTHONY",17639,,002,2006-05-09
814,"BROWN, CANDACE",19247,PO,006,2015-09-18
815,"BROWN, CASSANDRA",3684,PO,006,2015-09-01
816,"BROWN, CHRISTOPH",4093,,,2015-09-01
817,"BROWN, CORNELIUS",2235,SGT,311,2015-09-01
817,"BROWN, CORNELIUS",,,002,2015-09-01
818,"BROWN, CRAIG",14136,PO,189,2015-09-01
819,"BROWN, DANIEL",1708,SGT,412,2015-09-01
820,"BROWN, DANIEL",3441,,018,2015-09-01
821,"BROWN, DANIEL",5410,,,2015-09-01
822,"BROWN, DARRYL",10270,,003,2015-09-01
823,"BROWN, DAVID",8220,PO,169,2015-09-01
824,"BROWN, DAVID",15887,PO,003,2008-12-05
824,"BROWN, DAVID",,,009,2015-09-18
825,"BROWN, DAVID",17514,PO,006,2015-09-01
826,"BROWN, DAVID",,PO,009,2015-09-18
827,"BROWN, EDGAR",13747,PO,376,2015-09-01
828,"BROWN, ELIZABETH",17655,PO,412,2015-09-01
829,"BROWN, ERIC",15572,PO,007,2015-09-01
830,"BROWN, ERNEST",353,,003,2015-09-01
831,"BROWN, ERNEST",,Chief,142,2015-09-01
832,"BROWN, GEMERA",13875,PO,006,2015-09-18
833,"BROWN, JAMES",15332,PO,004,2015-09-01
834,"BROWN, JAMIL",11516,PO,010,2008-12-05
835,"BROWN, JASON",1133,SGT,191,2015-09-01
836,"BROWN, JASON",14562,,193,2015-09-01
837,"BROWN, JOHNNY",11990,PO,211,2008-12-05
838,"BROWN, KEVIN",14840,PO,001,2006-05-09
839,"BROWN, LEANTHONY",7806,PO,009,2015-09-01
840,"BROWN, LEANTHONY",7826,,,2008-12-05
841,"BROWN, MARK",19615,PO,022,2006-05-09
842,"BROWN, MICHAEL",4242,PO,004,2015-09-18
843,"BROWN, MICHAEL",6275,FTO,007,2015-09-18
844,"BROWN, MICHELLE",6355,,,2008-12-05
845,"BROWN, MILLAUN",15672,,,2015-09-01
846,"BROWN, MILLAUN",,FTO,006,2015-09-01
847,"BROWN, MORRIS",15964,PO,007,2015-09-01
848,"BROWN, ORLANDO",1090,,,2015-03-11
849,"BROWN, PATRICK",9052,PO,017,2008-12-05
850,"BROWN, PHILLIP",20362,DET,610,2008-12-05
851,"BROWN, REGINALD",18506,PO,004,2006-05-09
852,"BROWN, ROBERT",3788,PO,010,2008-12-05
853,"BROWN, ROBERT",4510,PO,003,2006-05-09
854,"BROWN, RYAN",1836,SGT,007,2015-03-11
855,"BROWN, RYAN",12748,,,2015-03-11
856,"BROWN, SAMUEL",11209,PO,002,2015-03-11
857,"BROWN, SHARONE",10438,PO,376,2015-09-18
858,"BROWN, STANLEY",15857,PO,007,2006-05-09
859,"BROWN, TANGIE",14263,PO,008,2015-09-01
860,"BROWN, TONY",,SGT,620,2015-09-01
861,"BROWN, WALTER",15204,FTO,007,2015-09-01
862,"BROWNE, JAMES",20026,DET,079,2008-12-05
863,"BROWNE, MICHAEL",19264,,,2006-05-09
864,"BROWNFIELD, CRAIG",15752,PO,193,2015-03-11
865,"BROWNING, THEODORE",18333,PO,005,2006-05-09
866,"BROWN-JOHNSON, LOLITA",,PO,022,2015-09-01
867,"BROWNLEE, DWENDELYN",,PO,014,2015-09-01
868,"BROWNRIDGE, JOHN",2874,,608,2015-09-18
869,"BROWNSTEIN, STEVEN",1242,,,2015-03-11
870,"BROWN-TALLEY, CHERYL",3220,PO,002,2008-12-05
871,"BRUBAKER, ROBERT",8988,PO,025,2006-05-09
872,"BRUMFIELD, LINDA",,,,2015-09-01
873,"BRUNDAGE, JOHN",408,,,2015-09-01
874,"BRUNO, ANTHONY",12212,PO,189,2015-03-11
875,"BRUNO, MARCO",18850,PO,016,2008-12-05
876,"BRUNSON, EMMA",,PO,006,2015-09-18
877,"BRYAN, EDWARD",19701,PO,022,2015-03-11
878,"BRYAN, STEPHEN",10976,PO,009,2015-03-11
879,"BRYANT, ALI",11249,PO,003,2008-12-05
880,"BRYANT, BARRY",,PO,002,2008-12-05
881,"BRYANT, DANA",12628,PO,376,2015-03-11
882,"BRYANT, MALCOM",4748,PO,009,2015-09-01
883,"BRYANT, PATRICK",19199,PO,018,2008-12-05
884,"BRYANT, SANDRA",20587,DET,606,2015-09-01
885,"BRYANT, SCOTT",14010,,,2015-09-01
886,"BRYANT-MULLINS, KATHRYN",10368,PO,009,2015-09-01
887,"BRYK, JENNIFER",6262,PO,007,2015-09-18
888,"BRYNKUS, EMILIA",9232,PO,192,2015-03-11
889,"BRYSON, NE COLE",9784,PO,001,2015-03-11
890,"BRZEZICKI, MARK",4398,,,2008-12-05
891,"BUBACZ, MICHAEL",5515,PO,211,2015-09-01
892,"BUBALO, MILAN",2281,SGT,017,2015-09-01
893,"BUCKHALTER, LISA",10109,PO,002,2015-09-01
894,"BUCKI, WALTER",5827,PO,212,2015-09-01
895,"BUCKLEY, JOEY",4821,FTO,006,2015-09-01
895,"BUCKLEY, JOEY",,,006,2015-09-01
896,"BUCKLEY, MICHAEL",9886,PO,005,2015-09-01
897,"BUCKS, PETER",11515,PO,313,2008-12-05
