officer_id,crid,gender,race,race_edit,star,birth_year
2237,1072554,M,SPANISH (DO NOT USE),Hispanic,7227,
2477,1072554,F,SPANISH (DO NOT USE),Hispanic,4484,
2718,1072554,M,WHITE,White,8667,
3586,1072554,F,SPANISH (DO NOT USE),Hispanic,12452,
6688,1072554,F,WHITE,White,12809,
6948,1072554,M,SPANISH (DO NOT USE),Hispanic,9654,
7508,1072554,F,BLACK,Black,14517,
7676,1072554,M,WHITE,White,18655,
8399,1072554,M,WHITE,White,12865,
8935,1072554,M,BLACK,Black,531,
9165,1072554,M,WHITE,White,1989,
527,1072576,M,WHITE,White,11187,
6154,1072576,M,SPANISH (DO NOT USE),Hispanic,19165,
2078,1072623,M,WHITE,White,194,
8420,1072623,M,BLACK,Black,17970,
9301,1072623,M,WHITE,White,1238,
9499,1072623,M,SPANISH (DO NOT USE),Hispanic,7767,
696,1072632,M,WHITE,White,10723,
2558,1072632,M,WHITE,White,8585,
2863,1072632,M,SPANISH (DO NOT USE),Hispanic,5425,
4450,1072632,M,WHITE,White,13061,
9081,1072636,M,BLACK,Black,11679,
9214,1072636,F,WHITE,White,4611,
9683,1072636,M,WHITE,White,14205,
9127,1072664,M,WHITE,White,1497,
9687,1072665,M,BLACK,Black,11462,
2511,1072666,M,BLACK,Black,8862,
4986,1072760,M,WHITE,White,17000,
693,1072771,M,WHITE,White,15217,
8055,1072776,M,WHITE,White,11583,
8338,1072776,M,WHITE,White,555,
9371,1072776,M,WHITE,White,10173,
6830,1072838,F,WHITE,White,335,
5342,1072858,F,BLACK,Black,12276,
3346,1072865,M,SPANISH (DO NOT USE),Hispanic,2333,
5754,1072865,M,WHITE,White,795,
9492,1072865,F,WHITE,White,4323,
1698,1072880,M,BLACK,Black,15942,
1803,1072880,M,SPANISH (DO NOT USE),Hispanic,10009,
466,1072922,M,WHITE,White,1748,
778,1072922,M,WHITE,White,17883,
1396,1072922,M,BLACK,Black,14246,
3554,1072922,M,BLACK,Black,18265,
4079,1072922,M,WHITE,White,13366,
9117,1072922,M,WHITE,White,19959,
9401,1072922,F,SPANISH (DO NOT USE),Hispanic,1830,
182,1072924,M,WHITE,White,17507,
1230,1072924,M,SPANISH (DO NOT USE),Hispanic,10607,
3277,1072924,M,WHITE,White,8671,
4380,1072924,M,WHITE,White,10197,
6774,1072924,M,WHITE,White,3808,
9492,1072924,F,WHITE,White,4323,
9558,1072924,M,WHITE,White,9163,
5336,1072953,M,BLACK,Black,4689,
399,1072999,M,WHITE,White,2102,
9280,1072999,M,WHITE,White,14521,
8076,1073008,F,BLACK,Black,3402,
9069,1073008,M,SPANISH (DO NOT USE),Hispanic,8092,
9587,1073037,M,BLACK,Black,18466,
9608,1073037,M,WHITE,White,4057,
7845,1073050,F,WHITE,White,14749,
8311,1073050,M,SPANISH (DO NOT USE),Hispanic,19277,
9562,1073059,M,WHITE,White,6934,
720,1073070,M,WHITE,White,975,
1558,1073070,M,BLACK,Black,12716,
1634,1073070,F,WHITE HISPANIC,White/Hispanic,12355,
2275,1073070,M,WHITE,White,5815,
2298,1073070,M,SPANISH (DO NOT USE),Hispanic,13070,
2661,1073070,M,SPANISH (DO NOT USE),Hispanic,13694,
3397,1073070,M,BLACK,Black,4747,
4330,1073070,M,BLACK,Black,19365,
4365,1073070,M,WHITE,White,5744,
7372,1073070,F,BLACK,Black,5636,
7893,1073070,F,BLACK,Black,5523,
8041,1073070,M,SPANISH (DO NOT USE),Hispanic,18424,
2240,1073076,M,WHITE HISPANIC,White/Hispanic,13042,
9376,1073076,M,BLACK,Black,1010,
6343,1073081,M,WHITE,White,17727,
9561,1073098,M,WHITE,White,1881,
9617,1073098,M,BLACK,Black,19915,
936,1073123,F,WHITE,White,14060,
1232,1073123,M,SPANISH (DO NOT USE),Hispanic,19293,
3395,1073123,M,SPANISH (DO NOT USE),Hispanic,11523,
5461,1073123,M,WHITE,White,15358,
5989,1073123,M,WHITE,White,6579,
6050,1073123,M,WHITE,White,5451,
8493,1073123,M,BLACK,Black,11400,
8925,1073123,M,WHITE,White,17673,
8960,1073123,M,WHITE,White,,
5643,1073132,M,WHITE,White,11129,
8481,1073132,M,BLACK,Black,8250,
9646,1073134,M,WHITE,White,20318,
774,1073166,M,WHITE,White,6370,
9210,1073166,M,BLACK,Black,,
2643,1073183,M,SPANISH (DO NOT USE),Hispanic,15210,
3214,1073183,M,BLACK,Black,9773,
6572,1073183,M,WHITE,White,11186,
8629,1073183,F,BLACK,Black,1154,
8637,1073183,M,BLACK,Black,14044,
933,1073185,M,BLACK,Black,4339,
4053,1073196,M,SPANISH (DO NOT USE),Hispanic,5409,
7147,1073196,M,BLACK,Black,6333,
7906,1073196,M,WHITE,White,11254,
9101,1073196,M,WHITE,White,12393,
6738,1073227,M,WHITE,White,2585,
9437,1073227,F,WHITE,White,12013,
3962,1073264,M,WHITE,White,1055,
5851,1073264,M,WHITE,White,8342,
5874,1073264,M,WHITE,White,18418,
5990,1073264,M,WHITE,White,8802,
6373,1073264,M,WHITE,White,17342,
8426,1073264,M,BLACK,Black,9478,
8281,1073271,M,SPANISH (DO NOT USE),Hispanic,9589,
9494,1073271,M,WHITE,White,13363,
317,1073276,F,SPANISH (DO NOT USE),Hispanic,11147,
3096,1073276,F,SPANISH (DO NOT USE),Hispanic,4262,
6900,1073276,M,SPANISH (DO NOT USE),Hispanic,14347,
8182,1073276,M,SPANISH (DO NOT USE),Hispanic,15362,
9583,1073282,F,BLACK,Black,7064,
5064,1073295,M,WHITE,White,17505,
7042,1073295,M,WHITE,White,1196,
7361,1073323,M,WHITE,White,18701,
7894,1073324,F,BLACK,Black,18768,
493,1073329,F,WHITE,White,10296,
5433,1073329,F,SPANISH (DO NOT USE),Hispanic,4146,
7550,1073329,F,WHITE,White,9350,
7490,1073347,M,WHITE,White,1462,
445,1073354,M,SPANISH (DO NOT USE),Hispanic,7847,
2705,1073354,M,WHITE,White,2523,
8265,1073379,M,SPANISH (DO NOT USE),Hispanic,17667,
1523,1073410,M,SPANISH (DO NOT USE),Hispanic,11039,
6294,1073410,M,WHITE,White,17297,
8132,1073410,M,WHITE,White,2162,
3489,1073457,M,WHITE,White,4043,
9058,1073457,M,WHITE,White,1752,
656,1073458,M,BLACK,Black,5281,
3769,1073458,M,BLACK,Black,10137,
3271,1073528,M,WHITE,White,458,
4950,1073528,F,WHITE,White,6133,
1145,1073532,F,BLACK,Black,17903,
1148,1073532,M,BLACK,Black,5732,
1501,1073532,M,BLACK,Black,9844,
5220,1073532,M,WHITE,White,18909,
5344,1073532,M,BLACK,Black,18923,
5778,1073532,M,WHITE,White,4425,
6974,1073532,M,WHITE,White,17755,
8411,1073532,M,BLACK,Black,11717,
8486,1073532,M,BLACK,Black,868,
9365,1073532,M,SPANISH (DO NOT USE),Hispanic,18972,
9669,1073554,F,WHITE,White,10693,
445,1073617,M,SPANISH (DO NOT USE),Hispanic,7847,
8665,1073617,M,BLACK,Black,19340,
8993,1073617,M,WHITE,White,11704,
9143,1073617,M,WHITE,White,9181,
9256,1073617,M,BLACK,Black,8434,
9257,1073617,M,WHITE,White,,
8481,1073621,M,BLACK,Black,8250,
1015,1073634,M,SPANISH (DO NOT USE),Hispanic,13959,
7600,1073643,M,SPANISH (DO NOT USE),Hispanic,12982,
9076,1073643,F,WHITE,White,19881,
451,1073648,M,WHITE,White,1913,
7235,1073705,F,WHITE,White,239,
9125,1073705,M,WHITE,White,14602,
9390,1073705,F,WHITE,White,6750,
7992,1073738,M,BLACK,Black,14380,
9089,1073738,M,WHITE,White,11624,
9313,1073738,M,WHITE,White,,
8132,1073749,M,WHITE,White,2162,
7817,1073771,M,WHITE,White,2254,
8204,1073771,M,SPANISH (DO NOT USE),Hispanic,2232,
9224,1073771,M,SPANISH (DO NOT USE),Hispanic,12932,
2938,1073831,M,WHITE,White,20289,
5849,1073831,M,WHITE,White,1053,
6588,1073875,M,SPANISH (DO NOT USE),Hispanic,3424,
9347,1073897,M,BLACK,Black,1767,
405,1073899,M,SPANISH (DO NOT USE),Hispanic,14679,
8044,1073899,M,WHITE,White,14630,
1116,1073905,F,BLACK,Black,14392,
0,1073925,M,WHITE,White,,
2946,1073940,M,WHITE,White,1187,
9060,1073982,M,WHITE,White,1781,
3754,1074112,M,WHITE,White,307,
8674,1074112,M,BLACK,Black,8424,
9389,1074112,M,WHITE,White,1338,
2567,1074113,M,BLACK,Black,5736,
9556,1074113,M,BLACK,Black,12889,
9352,1074143,M,WHITE,White,2586,
4065,1074204,M,WHITE,White,20578,1959
9654,1074204,F,BLACK,Black,2271,1968
4579,1074207,M,WHITE,White,817,1964
97,1074212,M,SPANISH (DO NOT USE),Hispanic,11046,1971
5510,1074236,M,BLACK,Black,960,1971
6548,1074279,F,WHITE,White,19368,1968
2749,1074312,M,WHITE,White,5212,1981
5669,1074323,M,BLACK,Black,10230,1978
0,1074360,M,SPANISH (DO NOT USE),Hispanic,,1962
7009,1074385,M,WHITE,White,7742,1964
891,1074397,M,WHITE,White,5515,1976
9409,1074399,M,WHITE,White,15372,1970
9675,1074399,M,WHITE,White,7857,1956
277,1074411,M,WHITE,White,1778,1969
1420,1074411,M,BLACK,Black,8619,1980
9377,1074430,M,WHITE HISPANIC,White/Hispanic,16427,1985
4568,1074485,M,WHITE,White,1171,1956
1576,1074504,M,WHITE,White,19328,1979
3712,1074504,M,WHITE,White,2675,1970
5973,1074504,F,WHITE,White,3796,1979
6245,1074504,M,BLACK,Black,6657,1970
6411,1074504,M,WHITE,White,15445,1982
7918,1074504,M,WHITE,White,10523,1984
3108,1074514,M,WHITE,White,7447,1972
7466,1074514,M,WHITE,White,6827,1959
4311,1074527,M,ASIAN/PACIFIC ISLANDER,Asian,7480,1982
6677,1074529,M,WHITE,White,6619,1976
7300,1074558,F,WHITE,White,18700,1980
4918,1074608,M,WHITE,White,11993,1967
9232,1074608,F,WHITE,White,13675,1960
4039,1074613,F,WHITE,White,1302,1961
9167,1074613,F,WHITE,White,6052,1969
4865,1074619,F,WHITE,White,1257,1968
9675,1074619,M,WHITE,White,7857,1956
9162,1074659,M,BLACK,Black,19479,1958
832,1074669,F,BLACK,Black,13875,1973
4101,1074669,M,BLACK,Black,15477,1981
6802,1074669,M,WHITE,White,9451,1986
8573,1074669,M,WHITE,White,6581,1977
9699,1074669,F,WHITE,White,8309,1980
825,1074685,M,BLACK,Black,17514,1954
9200,1074685,M,BLACK,Black,,1959
4812,1074703,M,WHITE,White,8230,1986
190,1074705,M,BLACK,Black,3712,1964
5294,1074705,M,ASIAN/PACIFIC ISLANDER,Asian,6087,1979
6312,1074705,M,WHITE,White,3804,1983
1136,1074721,M,BLACK,Black,16455,1973
0,1074759,M,WHITE,White,,1964
2610,1074767,F,WHITE,White,12287,1985
3370,1074774,M,SPANISH (DO NOT USE),Hispanic,1766,1969
4928,1074774,M,SPANISH (DO NOT USE),Hispanic,1903,1973
2825,1074789,M,SPANISH (DO NOT USE),Hispanic,15452,1974
6712,1074789,M,WHITE,White,1279,1979
7722,1074789,F,BLACK,Black,,1953
953,1074829,M,BLACK,Black,1933,1965
2446,1074829,F,SPANISH (DO NOT USE),Hispanic,233,1958
5754,1074829,M,WHITE,White,795,1964
6242,1074852,M,WHITE,White,19211,1970
632,1074905,M,BLACK,Black,17978,1974
665,1074905,M,BLACK,Black,1772,1962
6960,1074905,M,BLACK,Black,7377,1978
6501,1074907,M,WHITE,White,849,1965
3081,1074927,F,SPANISH (DO NOT USE),Hispanic,5512,1973
6403,1074927,M,SPANISH (DO NOT USE),Hispanic,9477,1975
6948,1074927,M,SPANISH (DO NOT USE),Hispanic,9654,1977
9184,1074927,M,SPANISH (DO NOT USE),Hispanic,19306,1983
9361,1074927,F,WHITE,White,,1955
9382,1074927,M,WHITE,White,15872,1970
9510,1074927,M,WHITE HISPANIC,White/Hispanic,17452,1982
9647,1074927,M,WHITE,White,10731,1973
389,1074943,F,BLACK,Black,7557,1982
7519,1074943,M,BLACK,Black,19042,1968
7585,1074943,M,WHITE,White,9583,1958
4377,1074994,M,WHITE,White,8464,1971
9195,1075017,F,WHITE,White,19673,1957
2366,1075047,M,WHITE,White,2458,1977
2635,1075089,M,SPANISH (DO NOT USE),Hispanic,11027,1970
5382,1075091,M,SPANISH (DO NOT USE),Hispanic,16092,1959
766,1075094,F,WHITE,White,46.00,1961
4033,1075094,M,WHITE,White,1976,1970
7670,1075103,M,WHITE,White,16662,1973
2144,1075104,M,WHITE,White,7541,1973
6239,1075104,M,WHITE,White,15033,1969
7550,1075104,F,WHITE,White,9350,1968
9419,1075111,F,BLACK,Black,19413,1957
9437,1075111,F,WHITE,White,12013,1966
3298,1075158,F,WHITE,White,1964,1970
1994,1075179,M,WHITE,White,11762,1987
4749,1075179,M,SPANISH (DO NOT USE),Hispanic,3484,1970
8956,1075179,M,WHITE,White,7610,1983
9093,1075179,M,BLACK,Black,,1992
9567,1075179,M,WHITE,White,6703,1973
143,1075188,M,SPANISH (DO NOT USE),Hispanic,2131,1964
1221,1075188,M,SPANISH (DO NOT USE),Hispanic,3769,1970
1632,1075188,M,SPANISH (DO NOT USE),Hispanic,20404,1964
2530,1075188,M,WHITE,White,13869,1968
4335,1075188,M,SPANISH (DO NOT USE),Hispanic,14418,1977
8933,1075188,M,SPANISH (DO NOT USE),Hispanic,10381,1967
9130,1075188,M,WHITE,White,20706,1967
3583,1075225,F,BLACK,Black,17011,1961
5748,1075241,M,WHITE,White,4921,1976
1847,1075283,F,BLACK,Black,19642,1973
8781,1075283,M,BLACK,Black,2031,1969
9016,1075283,M,BLACK,Black,1278,1958
4660,1075297,M,WHITE,White,,1955
6046,1075325,M,SPANISH (DO NOT USE),Hispanic,18801,1972
2989,1075389,M,BLACK,Black,814,1963
5389,1075403,M,WHITE HISPANIC,White/Hispanic,17536,1982
6672,1075403,M,SPANISH (DO NOT USE),Hispanic,14901,1979
0,1075427,M,SPANISH (DO NOT USE),Hispanic,,1953
9461,1075453,M,WHITE,White,,1947
6164,1075460,M,BLACK,Black,1937,1968
9674,1075460,F,BLACK,Black,5887,1970
177,1075465,M,WHITE HISPANIC,White/Hispanic,4614,1981
2275,1075479,M,WHITE,White,5815,1984
2462,1075479,M,WHITE,White,9195,1959
4365,1075479,M,WHITE,White,5744,1984
4609,1075479,M,SPANISH (DO NOT USE),Hispanic,9378,1980
8742,1075479,M,WHITE,White,8548,1957
9084,1075479,M,BLACK,Black,11662,1967
9632,1075479,F,SPANISH (DO NOT USE),Hispanic,1507,1967
0,1075490,F,WHITE,White,,1967
3809,1075542,M,BLACK,Black,15526,1970
6654,1075542,M,AMER IND/ALASKAN NATIVE,Native American,9633,1977
9519,1075542,M,UNKNOWN,Unknown,,
6008,1075586,F,SPANISH (DO NOT USE),Hispanic,976,1962
9031,1075589,M,WHITE,White,2578,1963
654,1075607,M,WHITE,White,15903,1975
3032,1075631,F,WHITE,White,1061,1968
7176,1075637,M,SPANISH (DO NOT USE),Hispanic,14615,1975
8975,1075667,M,BLACK,Black,15667,1977
9048,1075667,F,WHITE HISPANIC,White/Hispanic,17028,1989
9053,1075683,M,ASIAN/PACIFIC ISLANDER,Asian,19892,1986
9499,1075683,M,SPANISH (DO NOT USE),Hispanic,7767,1969
8947,1075691,M,WHITE,White,244,1964
0,1075706,M,WHITE,White,,1969
7047,1075727,M,WHITE,White,14860,1955
2195,1075750,M,BLACK,Black,18456,1963
2535,1075750,M,BLACK,Black,14394,1983
2647,1075750,F,WHITE,White,6177,1973
3443,1075750,M,WHITE,White,4829,1985
3482,1075750,M,BLACK,Black,11831,1975
4123,1075750,M,WHITE,White,13335,1987
7216,1075750,M,WHITE,White,4091,1976
8534,1075750,M,BLACK,Black,14771,1980
9299,1075750,M,WHITE,White,2057,1972
9415,1075750,M,BLACK,Black,6108,1979
6523,1075763,F,SPANISH (DO NOT USE),Hispanic,3716,1970
0,1075784,M,WHITE,White,,1970
3959,1075831,M,WHITE,White,1569,1960
4057,1075838,M,WHITE,White,302,1967
9580,1075839,M,WHITE,White,297,1960
407,1075891,M,WHITE,White,13777,1970
9335,1075891,M,AMER IND/ALASKAN NATIVE,Native American,,1958
9065,1075929,M,WHITE,White,15721,1991
9228,1075929,M,UNKNOWN,Unknown,15766,1987
621,1075955,M,ASIAN/PACIFIC ISLANDER,Asian,15875,1979
1218,1075955,M,SPANISH (DO NOT USE),Hispanic,3101,1983
1826,1075955,M,WHITE,White,19208,1979
2073,1075955,M,BLACK,Black,19047,1967
2182,1075955,F,SPANISH (DO NOT USE),Hispanic,18638,1966
3710,1075955,M,WHITE,White,18308,1977
3830,1075955,M,WHITE,White,11158,1962
5278,1075955,M,WHITE,White,16485,1979
5341,1075955,F,BLACK,Black,12514,1979
5839,1075955,M,SPANISH (DO NOT USE),Hispanic,10789,1978
6273,1075955,M,WHITE,White,10956,1973
6881,1075955,M,SPANISH (DO NOT USE),Hispanic,17878,1980
6998,1075955,M,SPANISH (DO NOT USE),Hispanic,876,1964
7724,1075955,M,WHITE,White,4017,1979
8207,1075955,M,WHITE,White,9031,1977
9576,1075955,M,WHITE,White,9531,1964
9653,1075955,M,BLACK,Black,1700,1974
9564,1075958,M,BLACK,Black,2909,1987
4268,1076063,M,WHITE,White,15998,1977
5515,1076063,M,WHITE,White,19640,1974
9491,1076063,M,WHITE,White,1866,1966
5419,1076136,F,BLACK,Black,,1955
9105,1076161,M,BLACK,Black,19218,1969
457,1076217,F,BLACK,Black,12493,1962
6970,1076229,F,BLACK,Black,11806,1968
9690,1076229,F,WHITE,White,,
0,1076274,F,BLACK,Black,,1966
0,1076307,M,WHITE,White,,1970
9655,1076312,M,WHITE,White,,
8364,1076341,M,WHITE,White,15884,1968
268,1076357,M,WHITE,White,1907,1969
573,1076357,M,WHITE,White,13232,1973
3108,1076357,M,WHITE,White,7447,1972
3893,1076357,M,WHITE,White,4077,1975
9446,1076357,F,WHITE,White,15488,1965
1421,1076393,M,SPANISH (DO NOT USE),Hispanic,19764,1967
101,1076398,F,BLACK,Black,6408,1962
0,1076403,F,WHITE,White,,1970
5772,1076413,M,WHITE,White,18395,1979
5830,1076413,M,WHITE,White,13098,1979
1172,1076512,M,WHITE,White,4271,1960
9177,1076540,F,BLACK,Black,15381,1965
9052,1076596,F,BLACK,Black,1584,1958
2154,1076629,M,WHITE,White,1086,1962
4093,1076629,M,ASIAN/PACIFIC ISLANDER,Asian,2910,1969
9240,1076629,F,WHITE,White,10572,1965
9621,1076629,F,WHITE,White,11460,1958
1296,1076665,M,WHITE,White,13818,1978
1572,1076665,F,WHITE,White,15645,1983
1683,1076665,M,WHITE,White,14006,1983
2656,1076665,M,SPANISH (DO NOT USE),Hispanic,4739,1971
147,1076706,F,BLACK,Black,7297,1981
4452,1076740,M,WHITE,White,9949,1982
3181,1076743,F,WHITE,White,1524,1976
9133,1076778,M,BLACK,Black,601,1960
